,link,color,status,name,resolution,screensize,screentech,cpu,rom,ram,gpu,size,rear_cam,front_cam,sim,tech,wifi,bluetooth,weigth,os,port,price
1345,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-pro-128gb-new-fullbox-100-vna-dp409.html,,,Điện thoại Apple iPhone 12 Pro - 128GB - NEW FULLBOX 100% VN/A,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 Bionic (5 nm),128GB,6GB,,,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)",,,,"LE, A2DP, v5.0",,,,"26,490,000 VNĐ"
1346,https://onewaymobile.vn/iphone-11-series/dien-thoai-apple-iphone-11-pro-max-256gb-new-fullbox-100-lla-dp179.html,,,Điện thoại Apple iPhone 11 Pro Max - 256GB - New Fullbox 100% - LL/A,2688 x 1242 pixels,6.5 inch,,Apple A13,256 GB,4 GB,,,Triple camera( 12 MP x ...MB x ...MB),12 MP,,,,"LE, A2DP, v5.0",,,,"25,490,000 VNĐ"
1347,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-pro-max-quoc-te-128gb-new-99-dp429.html,,,Điện thoại Apple iPhone 12 Pro Max - Quốc Tế - 128GB - New 99%,Super Retina XDR OLED 1284 x 2278 pixels,6.7 inch,,A14 Bionic,128GB,6GB,,,"12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.2, 65mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2.5x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6""",,,,"5.0, A2DP, LE",,,,"24,990,000 VNĐ"
1348,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-pro-128gb-new-fullbox-100-lla-dp351.html,,,Điện thoại Apple iPhone 12 Pro - 128GB - NEW FULLBOX 100% LL/A,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 Bionic (5 nm),128GB,6GB,,,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)",,,,"LE, A2DP, v5.0",,,,"24,690,000 VNĐ"
1349,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-256gb-new-fullbox-100-zaa-dp379.html,,,Điện thoại Apple iPhone 12 - 256GB - NEW FULLBOX 100% ZA/A,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 bionic,256GB,4GB,,,"2 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6""",,,,"LE, A2DP, v5.0",,,,"24,690,000 VNĐ"
1350,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-pro-max-lock-128gb-new-99-dp415.html,,,Điện thoại Apple iPhone 12 Pro Max - Lock - 128GB - New 99%,Super Retina XDR OLED 1284 x 2278 pixels,6.7 inch,,A14 Bionic,128GB,6GB,,,"12 MP, f/1.6, 26mm (wide), 1.7µm, dual pixel PDAF, sensor-shift OIS 12 MP, f/2.2, 65mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2.5x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6""",,,,"5.0, A2DP, LE",,,,"23,090,000 VNĐ"
1351,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-pro-128gb-new-99-dp423.html,,,Điện Thoại Apple iPhone 12 Pro - 128GB - New 99%,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 Bionic (5 nm),128GB,6GB,,,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)",,,,"LE, A2DP, v5.0",,,,"22,690,000 VNĐ"
1352,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-128gb-new-fullbox-100-lla-dp352.html,,,Điện thoại Apple iPhone 12 - 128GB - NEW FULLBOX 100% LL/A,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 bionic,128GB,4GB,,,"2 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6""",,,,"LE, A2DP, v5.0",,,,"21,490,000 VNĐ"
1353,https://onewaymobile.vn/iphone-12-series/dien-thoai-apple-iphone-12-128gb-new-fullbox-100-dp339.html,,,Điện thoại Apple iPhone 12 - 128GB - NEW FULLBOX 100% ZA/A,"1170 x 2532 pixels, 19.5:9 ratio (~460 ppi density)","6.1 inches, 90.2 cm2 (~86.0% screen-to-body ratio)",,Apple A14 bionic,128GB,4GB,,,"2 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6""",,,,"LE, A2DP, v5.0",,,,"21,390,000 VNĐ"
1354,https://www.truesmart.com.vn/iphone-12-pro/iphone-12-pro-128gb-chinh-hang-vn-a.html,,,iPhone 12 Pro 128GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,"26,450,000 VNĐ"
1355,https://www.truesmart.com.vn/iphone-12-pro-max/iphone-12-pro-max-512gb-chinh-hang-vn-a.html,,,iPhone 12 Pro Max 512GB Chính Hãng (VN/A),1284 x 2778 pixels,6.7 inches,,,512 GB,,,,,,,,,,,,,"32,650,000 VNĐ"
1356,https://www.truesmart.com.vn/iphone-12-pro-max/iphone-12-pro-max-256gb-chinh-hang-vn-a.html,,,iPhone 12 Pro Max 256GB Chính Hãng (VN/A),1284 x 2778 pixels,6.7 inches,,,256 GB,,,,,,,,,,,,,"31,650,000 VNĐ"
1357,https://www.truesmart.com.vn/iphone-12-pro-max/iphone-12-pro-max-128gb-chinh-hang-vn-a.html,,,iPhone 12 Pro Max 128GB Chính Hãng (VN/A),1284 x 2778 pixels,6.7 inches,,,128 GB,,,,,,,,,,,,,"28,850,000 VNĐ"
1358,https://www.truesmart.com.vn/iphone-6s-plus/iphone-6s-plus-128gb-lock-chinh-hang-cu.html,,,IPhone 6s Plus 128GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,750,000 VNĐ"
1359,https://www.truesmart.com.vn/iphone-12-pro/iphone-12-pro-512gb-chinh-hang-vn-a.html,,,iPhone 12 Pro 512GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,256 GB,,,,,,,,,,,,,"29,450,000 VNĐ"
1360,https://www.truesmart.com.vn/iphone-6s-plus/iphone-6s-plus-64gb-lock-chinh-hang-cu.html,,,IPhone 6s Plus 64GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,550,000 VNĐ"
1361,https://www.truesmart.com.vn/iphone-xr/iphone-xr-128gb-lock-chinh-hang-cu.html,,,iPhone Xr 128Gb LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"7,950,000 VNĐ"
1362,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-128gb-quoc-te-chinh-hang-cu.html,,,iPhone 12 Mini 128GB Quốc Tế Chính Hãng Cũ,1080 x 2340 pixels,5.4 inches,,,128 GB,,,,,,,,,,,,,Liên hệ
1363,https://www.truesmart.com.vn/iphone-6-plus/iphone-6-plus-16gb-quoc-te-chinh-hang-cu.html,,,IPhone 6 Plus 16GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,550,000 VNĐ"
1364,https://www.truesmart.com.vn/iphone-12-pro/iphone-12-pro-256gb-chinh-hang-vn-a.html,,,iPhone 12 Pro 256GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,256 GB,,,,,,,,,,,,,"28,450,000 VNĐ"
1365,https://www.truesmart.com.vn/iphone-6s-plus/iphone-6s-plus-16gb-lock-chinh-hang-cu.html,,,IPhone 6s Plus 16GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,050,000 VNĐ"
1366,https://www.truesmart.com.vn/iphone-xr/iphone-xr-128gb-quoc-te-chinh-hang-new.html,,,iPhone Xr 128Gb Quốc Tế Chính Hãng (NEW),,,,,,,,,,,,,,,,,,"12,850,000 VNĐ"
1367,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-64gb-quoc-te-chinh-hang-cu.html,,,iPhone 12 Mini 64GB Quốc Tế Chính Hãng Cũ,1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,Liên hệ
1368,https://www.truesmart.com.vn/iphone-6-plus/iphone-6-plus-64gb-quoc-te-chinh-hang-cu.html,,,IPhone 6 Plus 64GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"4,250,000 VNĐ"
1369,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-256gb-chinh-hang-vn-a.html,,,iPhone 12 Mini 256GB Chính Hãng (VN/A),1080 x 2340 pixels,5.4 inches,,,256 GB,,,,,,,,,,,,,"19,250,000 VNĐ"
1370,https://www.truesmart.com.vn/iphone-7/iphone-7-128gb-lock-chinh-hang-cu.html,,,IPhone 7 128GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,850,000 VNĐ"
1371,https://www.truesmart.com.vn/iphone-xr/iphone-xr-64gb-quoc-te-chinh-hang-new.html,,,iPhone Xr 64Gb Quốc Tế Chính Hãng (NEW),,,,,,,,,,,,,,,,,,"11,850,000 VNĐ"
1372,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-256gb-lock-chinh-hang-cu.html,,,iPhone 12 Mini 256GB LOCK Chính Hãng Cũ,1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,Liên hệ
1373,https://www.truesmart.com.vn/iphone-6/iphone-6-16gb-quoc-te-chinh-hang-cu.html,,,IPhone 6 16GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,550,000 VNĐ"
1374,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-128gb-chinh-hang-vn-a.html,,,iPhone 12 Mini 128GB Chính Hãng (VN/A),1080 x 2340 pixels,5.4 inches,,,128 GB,,,,,,,,,,,,,"18,250,000 VNĐ"
1375,https://www.truesmart.com.vn/iphone-7-plus/iphone-7-plus-128gb-lock-chinh-hang-cu.html,,,IPhone 7 Plus 128GB LOCK Chính Hãng Cũ,,,,"Apple A10 Fusion, 4, 2.3 GHZ",128 GB,3 GB,,,,,,,,,,,,"3,950,000 VNĐ"
1376,https://www.truesmart.com.vn/iphone-8/iphone-8-lock-64gb-chinh-hang-cu.html,,,iPhone 8 LOCK 64GB Chính Hãng Cũ,,,,"Apple A11 Bionic, 6 nhân 64-bit, Đang cập nhật",64GB,2GB,,,,,,,,,,,,"3,950,000 VNĐ"
1377,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-128gb-lock-chinh-hang-cu.html,,,iPhone 12 Mini 128GB LOCK Chính Hãng Cũ,1080 x 2340 pixels,5.4 inches,,,128 GB,,,,,,,,,,,,,Liên hệ
1378,https://www.truesmart.com.vn/iphone-6/iphone-6-64gb-quoc-te-chinh-hang-cu.html,,,IPhone 6 64GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,350,000 VNĐ"
1379,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-64gb-chinh-hang-vn-a.html,,,iPhone 12 Mini 64GB Chính Hãng (VN/A),1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,"16,650,000 VNĐ"
1380,https://www.truesmart.com.vn/iphone-7-plus/iphone-7-plus-256gb-lock-chinh-hang-cu.html,,,IPhone 7 Plus 256GB LOCK Chính Hãng Cũ,,,,"Apple A10 Fusion, 4, 2.3 GHZ",256 GB,3 GB,,,,,,,,,,,,"4,450,000 VNĐ"
1381,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-256gb-quoc-te-chinh-hang-cu.html,,,IPhone 8 Plus 256GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"8,550,000 VNĐ"
1382,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-64gb-lock-chinh-hang-cu.html,,,iPhone 12 Mini 64GB LOCK Chính Hãng Cũ,1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,Liên hệ
1383,https://www.truesmart.com.vn/iphone-6s/iphone-6s-16gb-quoc-te-chinh-hang-cu.html,,,IPhone 6s 16GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,750,000 VNĐ"
1384,https://www.truesmart.com.vn/iphone-12/iphone-12-256gb-chinh-hang-vn-a.html,,,iPhone 12 256GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,256 GB,,,,,,,,,,,,,"23,050,000 VNĐ"
1385,https://www.truesmart.com.vn/iphone-7-plus/iphone-7-plus-32gb-lock-chinh-hang-cu.html,,,IPhone 7 Plus 32GB LOCK Chính Hãng Cũ,,,,"Apple A10 Fusion, 4, 2.3 GHZ",32 GB,3 GB,,,,,,,,,,,,"3,750,000 VNĐ"
1386,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-lock-256gb-chinh-hang-cu.html,,,iPhone 8 Plus LOCK 256Gb Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"6,950,000 VNĐ"
1387,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-256gb-quoc-te-new.html,,,iPhone 12 Mini 256GB Quốc Tế (NEW),1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,Liên hệ
1388,https://www.truesmart.com.vn/iphone-6s/iphone-6s-32gb-quoc-te-chinh-hang-cu.html,,,IPhone 6s 32GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,050,000 VNĐ"
1389,https://www.truesmart.com.vn/iphone-12/iphone-12-128gb-chinh-hang-vn-a.html,,,iPhone 12 128GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,"22,050,000 VNĐ"
1390,https://www.truesmart.com.vn/iphone-x/iphone-x-256gb-quoc-te-chinh-hang-moi-100.html,,,IPhone X 256GB Quốc Tế Chính Hãng Mới 100%,,,,,,,,,,,,,,,,,,"15,350,000 VNĐ"
1391,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-lock-64gb-chinh-hang-cu.html,,,iPhone 8 Plus LOCK 64GB Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"5,650,000 VNĐ"
1392,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-128gb-quoc-te-new.html,,,iPhone 12 Mini 128GB Quốc Tế (NEW),1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,"18,150,000 VNĐ"
1393,https://www.truesmart.com.vn/iphone-7/iphone-7-128gb-quoc-te-chinh-hang-cu.html,,,IPhone 7 128GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,350,000 VNĐ"
1394,https://www.truesmart.com.vn/iphone-12/iphone-12-64gb-chinh-hang-vn-a.html,,,iPhone 12 64GB Chính Hãng (VN/A),1170 x 2532 pixels,6.1 inches,,,64 GB,,,,,,,,,,,,,"20,250,000 VNĐ"
1395,https://www.truesmart.com.vn/iphone-x/iphone-x-64gb-quoc-te-chinh-hang-moi-100.html,,,IPhone X 64GB Quốc Tế Chính Hãng Mới 100%,,,,,,,,,,,,,,,,,,"14,350,000 VNĐ"
1396,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-128gb-quoc-te-chinh-hang-moi-100.html,,,IPhone 8 Plus 128GB Quốc Tế Chính Hãng Mới 100%,,,,,,,,,,,,,,,,,,"12,750,000 VNĐ"
1397,https://www.truesmart.com.vn/iphone-12/iphone-12-256gb-quoc-te-chinh-hang-cu.html,,,iPhone 12 256GB Quốc Tế Chính Hãng Cũ,1170 x 2532 pixels,6.1 inches,,,64 GB,,,,,,,,,,,,,Liên hệ
1398,https://www.truesmart.com.vn/23/iphone-5s-16gb-32gb-64gb-99-trang.html,,,iPhone 5S Quốc Tế 32GB Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,150,000 VNĐ"
1399,https://www.truesmart.com.vn/iphone-12/iphone-12-64gb-lock-chinh-hang-cu.html,,,iPhone 12 64Gb LOCK Chính Hãng Cũ,1170 x 2532 pixels,6.1 inches,,,64 GB,,,,,,,,,,,,,"15,850,000 VNĐ"
1400,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-256gb-quoc-te-chinh-hang-moi-100.html,,,IPhone 8 Plus 256GB Quốc Tế Chính Hãng Mới 100%,,,,,,,,,,,,,,,,,,Liên hệ
1401,https://www.truesmart.com.vn/iphone-11-pro-max/iphone-11-pro-max-256gb-lock-chinh-hang-cu.html,,,iPhone 11 Pro Max 256GB LOCK Chính Hãng Cũ,,6.5 inches,,,256 GB,,,,"3 Camera 12MP:
            - Camera tele: ƒ/2.0 aperture
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4",12 MP ƒ/2.2 aperture,,,,,,,,"17,950,000 VNĐ"
1402,https://www.truesmart.com.vn/iphone-12/iphone-12-128gb-quoc-te-chinh-hang-cu.html,,,iPhone 12 128GB Quốc Tế Chĩnh Hãng Cũ,1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,Liên hệ
1403,https://www.truesmart.com.vn/25/iphone-5s-16gb-32gb-64gb-99-den.html,,,iPhone 5S Quốc Tế 64GB Chính Hãng Cũ,,,,,,,,,,,,,,,,,,Liên hệ
1404,https://www.truesmart.com.vn/iphone-12-pro-max/iphone-12-pro-max-512gb-quoc-te-new.html,,,iPhone 12 Pro Max 512Gb Quốc Tế (NEW),1284 x 2778 pixels,6.7 inches,,,512 GB,,,,,,,,,,,,,"34,450,000 VNĐ"
1405,https://www.truesmart.com.vn/iphone-8-plus/iphone-8-plus-64gb-quoc-te-chinh-hang-moi-100.html,,,IPhone 8 Plus 64GB Quốc Tế Chính Hãng Mới 100%,,,,,,,,,,,,,,,,,,"11,850,000 VNĐ"
1406,https://www.truesmart.com.vn/iphone-11-pro-max/iphone-11-pro-max-64gb-lock-chinh-hang-cu.html,,,iPhone 11 Pro Max 64GB LOCK Chính Hãng Cũ,,6.5 inches,,,64 GB,,,,"3 Camera 12MP:
            - Camera tele: ƒ/2.0 aperture
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4",12 MP ƒ/2.2 aperture,,,,,,,,"16,450,000 VNĐ"
1407,https://www.truesmart.com.vn/iphone-12/iphone-12-64gb-quoc-te-chinh-hang-cu.html,,,iPhone 12 64Gb Quốc Tế Chính Hãng Cũ,1170 x 2532 pixels,6.1 inches,,,64 GB,,,,,,,,,,,,,"17,550,000 VNĐ"
1408,https://www.truesmart.com.vn/iphone-x/iphone-x-256gb-quoc-te-chinh-hang-cu.html,,,IPhone X 256GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"8,950,000 VNĐ"
1409,https://www.truesmart.com.vn/iphone-12-pro-max/iphone-12-pro-max-256gb-quoc-te-new.html,,,iPhone 12 Pro Max 256Gb Quốc Tế (NEW),1284 x 2778 pixels,6.7 inches,,,256 GB,,,,,,,,,,,,,"29,250,000 VNĐ"
1410,https://www.truesmart.com.vn/iphone-8/iphone-8-256gb-quoc-te-chinh-hang-moi-100.html,,,IPhone 8 256GB Quốc Tế Chính Hãng Mới 100%,,,,"Apple A11 Bionic, 6 nhân 64-bit, Đang cập nhật",256GB,2GB,,,,,,,,,,,,"10,000,000 VNĐ"
1411,https://www.truesmart.com.vn/iphone-11/iphone-11-128gb-lock-chinh-hang-cu.html,,,iPhone 11 128GB LOCK Chính Hãng Cũ,1792 x 828 pixel,6.1 inches,,,128 GB,,,,"Camera kép 12MP:
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4","12 MP, ƒ/2.2 aperture",,,,,,,,"11,850,000 VNĐ"
1412,https://www.truesmart.com.vn/iphone-12/iphone-12-128gb-lock-chinh-hang-cu.html,,,iPhone 12 128GB LOCK Chính Hãng Cũ,1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,Liên hệ
1413,https://www.truesmart.com.vn/iphone-x/iphone-x-lock-64gb-chinh-hang-cu.html,,,iPhone X LOCK 64Gb Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"6,050,000 VNĐ"
1414,https://www.truesmart.com.vn/iphone-12/iphone-12-128gb-quoc-te-new.html,,,iPhone 12 128GB Quốc Tế (NEW),1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,"22,150,000 VNĐ"
1415,https://www.truesmart.com.vn/iphone-8/iphone-8-64gb-quoc-te-chinh-hang-moi-100.html,,,IPhone 8 64GB Quốc Tế Chính Hãng Mới 100%,,,,"Apple A11 Bionic, 6 nhân 64-bit, Đang cập nhật",64GB,2GB,,,,,,,,,,,,"9,000,000 VNĐ"
1416,https://www.truesmart.com.vn/iphone-11/iphone-11-64gb-lock-chinh-hang-cu.html,,,iPhone 11 64GB LOCK Chính Hãng Cũ,1792 x 828 pixel,6.1 inches,,,64 GB,,,,"Camera kép 12MP:
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4","12 MP, ƒ/2.2 aperture",,,,,,,,"10,950,000 VNĐ"
1417,https://www.truesmart.com.vn/iphone-12/iphone-12-256gb-quoc-te-new.html,,,iPhone 12 256GB Quốc Tế (NEW),1170 x 2532 pixels,6.1 inches,,,256 GB,,,,,,,,,,,,,"23,150,000 VNĐ"
1418,https://www.truesmart.com.vn/iphone-x/iphone-x-lock-256gb-chinh-hang-cu.html,,,iPhone X LOCK 256GB Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"7,050,000 VNĐ"
1419,https://www.truesmart.com.vn/iphone-12/iphone-12-64gb-quoc-te-new.html,,,iPhone 12 64GB Quốc Tế (NEW),1170 x 2532 pixels,6.1 inches,,,64 GB,,,,,,,,,,,,,"19,750,000 VNĐ"
1420,https://www.truesmart.com.vn/iphone-6s/iphone-6s-32gb-lock-chinh-hang-cu.html,,,iPhone 6s 32GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,150,000 VNĐ"
1421,https://www.truesmart.com.vn/iphone-11/iphone-11-64gb-quoc-te-new.html,,,iPhone 11 64GB Quốc Tế (NEW),1792 x 828 pixel,6.1 inches,,,64 GB,,,,"Camera kép 12MP:
                - Camera góc rộng: ƒ/1.8
                - Camera siêu rộng: ƒ/2.4","12 MP, ƒ/2.2 aperture",,,,,,,,"15,850,000 VNĐ"
1422,https://www.truesmart.com.vn/iphone-12-mini/iphone-12-mini-64gb-quoc-te-new.html,,,iPhone 12 Mini 64GB Quốc Tế (NEW),1080 x 2340 pixels,5.4 inches,,,64 GB,,,,,,,,,,,,,"16,550,000 VNĐ"
1423,https://www.truesmart.com.vn/iphone-7-plus/iphone-7-plus-128gb-quoc-te-chinh-hang-cu.html,,,IPhone 7 Plus 128GB Quốc Tế Chính Hãng Cũ,,,,"Apple A10 Fusion, 4, 2.3 GHZ",128 GB,3 GB,,,,,,,,,,,,"5,350,000 VNĐ"
1424,https://www.truesmart.com.vn/iphone-12-pro/iphone-12-pro-128gb-quoc-te-new.html,,,iPhone 12 Pro 128GB Quốc Tế (NEW),1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,"24,950,000 VNĐ"
1425,https://www.truesmart.com.vn/iphone-6s/iphone-6s-64gb-lock-chinh-hang-cu.html,,,iPhone 6s 64GB LOCK Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"2,450,000 VNĐ"
1426,https://www.truesmart.com.vn/iphone-11-pro-max/iphone-11-pro-max-64gb-quoc-te-new.html,,,iPhone 11 Pro Max 64Gb Quốc Tế (NEW),,6.5 inches,,,64 GB,,,,"3 Camera 12MP:
            - Camera tele: ƒ/2.0 aperture
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4",12 MP ƒ/2.2 aperture,,,,,,,,"23,650,000 VNĐ"
1427,https://www.truesmart.com.vn/iphone-11-pro-max/iphone-11-pro-max-64gb-quoc-te-chinh-hang-cu.html,,,iPhone 11 Pro Max 64Gb Quốc Tế Chính Hãng Cũ,,6.5 inches,,,64 GB,,,,"3 Camera 12MP:
            - Camera tele: ƒ/2.0 aperture
            - Camera góc rộng: ƒ/1.8
            - Camera siêu rộng: ƒ/2.4",12 MP ƒ/2.2 aperture,,,,,,,,"18,450,000 VNĐ"
1428,https://www.truesmart.com.vn/iphone-6s-plus/iphone-6s-plus-32gb-quoc-te-chinh-hang-cu.html,,,IPhone 6s Plus 32GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"4,350,000 VNĐ"
1429,https://www.truesmart.com.vn/iphone-12-pro/iphone-12-pro-256gb-quoc-te-new.html,,,iPhone 12 Pro 256Gb Quốc Tế (NEW),1170 x 2532 pixels,6.1 inches,,,128 GB,,,,,,,,,,,,,"27,150,000 VNĐ"
1430,https://www.truesmart.com.vn/iphone-5s/iphone-5s-quoc-te-16gb-chinh-hang-cu.html,,,iPhone 5s Quốc tế 16GB Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"1,950,000 VNĐ"
1431,https://www.truesmart.com.vn/iphone-7/iphone-7-32gb-quoc-te-chinh-hang-cu.html,,,IPhone 7 32GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"3,050,000 VNĐ"
1432,https://www.truesmart.com.vn/iphone-11-pro/iphone-11-pro-64gb-chinh-hang-cu.html,,,iPhone 11 Pro 64Gb Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"15,950,000 VNĐ"
1433,https://www.truesmart.com.vn/iphone-6s-plus/iphone-6s-plus-64gb-quoc-te-chinh-hang-cu.html,,,IPhone 6s Plus 64GB Quốc Tế Chính Hãng Cũ,,,,,,,,,,,,,,,,,,"4,550,000 VNĐ"
